,rating,title,text,parent_asin,category
1598,1.0,Bummer,Shipped with wrong parts. Wasted half an hour figuring that out. Finally had to MacGyver another bed safety system since we had promised a preschooler he could sleep in his new big boy bed that night.,B0B5JP4MGX,Baby_Products
1599,1.0,Fan sliced baby finger & arms break off,My 14 month old was able to get his finger through the slats and the fan sliced his finger. Any product that draws blood from a baby after claiming it is safe gets 0 stars. 2 of the 3 legs broke off after one season.,B09PKVFRXL,Baby_Products
1600,2.0,Meh,This would be easy to use if you use it once lol. It’s really bulky and overall looks too much had to switch to the desert style cup holder,B09HNWV9LY,Baby_Products
1601,2.0,Cute design - needs better stickers,"I had the baby book and keepsake box of this same design so naturally bought the calendar to make the set complete.  It's cute, but I am not happy with the stickers.  For instance, the calendar goes from the month your baby was born to the same month the following year, but only includes one sticker for each month.  This means that the second time your baby's birth month comes around you're left with a rectangle for a sticker - but nothing to put there.  The stickers fill up the date squares so you cannot suppplement your own information...  under the sticker for ""Eats Vegetables"" you want to write ""sweet potatoes"" but there's no room.  Also, I think they missed some major milestones.<br /><br />So, overall - cute but should've been more thought out.",B0034G5VC4,Baby_Products
1602,2.0,Pay attention to the label - body wash ONLY,"This soap feels like lotion. It made my baby tear up and get red eyes when it got on her face. Do not use for the hair!!! My baby’s hair looked so greasy after using it on her hair. In all fairness , the bottle only says for body. I usually get one that is for body and hair. Probably won’t buy this one again, but a different cetaphil product",B07ZZTMJRN,Baby_Products
1603,2.0,Too small to hold an entire pack of wipes.,This product does its job and keeps wipes moist. My biggest complaint is that it’s not large enough to hold a typical package of wipes.,B0BZMC4R73,Baby_Products
1604,2.0,The seams have broken up pretty early into the use.,"Play pen sounded like a great idea, until the seams came apart and now my dog can get in and out all the time. Additionally, my baby gets caught up in the threads. I have cut the threads off but really is disappointed at the quality of the mesh.",B08CHH18NC,Baby_Products
1605,2.0,Could not close the door or it would shut the power off!,"I have a basic single row power strip, and i couldn't shut the smaller side door or it would depress the power switch... therefore making this completely useless to me.<br /><br />The snap buttons are hard to open and close, so it would be good to keep little fingers out, but i just couldnt use it for my power strip.<br /><br />The stip i have is SIMILAR to this one,<br />&lt;...><br />but not exactly the same. Mine is dark color and newer looking with spots labeled ""adapter"" so you can plug in large plugs and not lose any outlet space.",B07XJNJWZV,Baby_Products
1606,2.0,Two Stars,Hard to use. I'm unable to secure the baby down in the shopping cart safely.,B08PK6GTBK,Baby_Products
1607,2.0,Two Stars,The strap that goes across the seat has ripped and I haven't had but a few months. ;(,B0CBL59KH2,Baby_Products
1608,2.0,Save your money,"The screws that come with it go straight through the holes. Very disappointing considering the price. Also, for some reason I cannot store things in it as the picture shows. We mounted ours (that is why i bought it-space saving), but it is kind of a waste as things fall out which required me to purchase yet another utensil storage item. It’s good for crayons and scissors. Pencils, colored pencils, markers and anything of the same length fall out.",B002KFYZL8,Baby_Products
1609,2.0,"Although this glider and ottoman set is super cute, the price reflects on the usage","its true you get what you pay for. Although this glider and ottoman set is super cute, the price reflects on the usage. I've been using the glider with my new born, he's 6 weeks...and this past week, the springs on the bottom of the seat have popped, 3 times. The weight of the person sitting on the seat makes the springs lift on the edges and the pop out of their holes. Why aren't these springs more reinforced?? once the springs pop, the seat (which isn't very comfortable to begin with) is even more uncomfortable and you need the strength of 2 people to put the springs back into their holes. Not something you expect from an item that has not even been used for 2 months. Sure, the company will replace the item for you and send you another one, but you have to send this one back. Where the heck am i going to find a box big enough to ship this back?? ridiculous.",B0C6P3X28P,Baby_Products
1610,2.0,nope never ever again...,omg so many leaks will not buy ever again.,B0C54LT9VY,Baby_Products
1611,2.0,Not for textured walls!!!,If you have the slightest texture and a gloss on your walls they don't stick. At all. I had to buy some glue from the craft store so they would stick enough that when I turn the fan on it doesn't blow it off the wall. They stuck to door just fine.,B06XCCCXBF,Baby_Products
1612,2.0,Smells like canned dog food.,"Smells like canned dog food. My kid doesn't really care for it. I have to cut half a jar with applesauce, pears or sweet potatoes.",B00OTK6ESO,Baby_Products
1613,2.0,more expensive than it should be,Very overpriced,B0C5LWNGH8,Baby_Products
1614,2.0,Peeled off in less than a day!,Waste of money. They peeled right off,B096S9NZW9,Baby_Products
1615,2.0,The size of this is nice & big and the giraffe hood is cute,"The size of this is nice & big and the giraffe hood is cute. But the towel is thin and doesn't seem high quality and gets soaked through quickly. So we end up putting this inside a regular towel. I wish this was as thick as a regular towel, with the shape of this and the cute giraffe hood.",B00KDIR7GY,Baby_Products
1616,2.0,"Can't recommend, decals arrived folded and creased, some decals hang off the wall.","The package came folded instead of rolled and it left creases in most of the decals causing them to hang off of the wall. I was disappointed with the lack of care in that regard. That being said my 5yr old son loved the Mario theme,  they were a good size and seemed to mostly stick even with some parts hanging off the wall so we are going to keep them up for a while but I would not buy these again. 2 stars for the size and theme, -3 stars for the packaging and quality control.",B07KPMGJHG,Baby_Products
1617,2.0,An overpriced umbrella stroller.....,"I really wanted to love this stroller as it could have been perfect for my boys but it just didn't do it for me...<br />Pros:<br />-easy to assemble...I did it myself while 9 months pregnant<br />-the basket underneath is amazing..you can store a ton down there!<br />-did fit through any doors I tried<br /><br />Cons:<br />-wheels are terrible, I was always fighting to get over even the slightest crack in sidewalk<br />-not steady, I worried it would tip over, it never did but I NEVER took my hands off of it while the babies were in<br />-flimsy frame<br />-worthless sun shade, it looks amazing but I found that no matter what it was never actually blocking sun<br />-no lock to hold it folded plus it slams down scuffing up the bar and shade.<br />-steering is a nightmare....never plan on talking on the phone or sipping a water bottle while pushing this monster<br /><br />Overall I was not pleased at all with this stroller, at over two hundred dollars I expected more, would have been better off buying the double handle one no name one that is less than half the price.<br /><br />I ended up buying a baby jogger city mini double and absolutely love it, pricey but worth every penny!",B004VJSHSS,Baby_Products
1618,2.0,"Looks good, adhesive not strong","The product looks great once applied as instructed. However, it did not stand a chance with my 14 month old. She ripped them off after they had only been on my tables for 2 days. I wish I could return them, but she has already lost some of them. Very disappointed.",B09M4753J5,Baby_Products
1619,2.0,I love what this has to offer in terms of functionality,"I love what this has to offer in terms of functionality. It's a lightweight-ish umbrella stroller, that functions as a snap and go for the first year. Unfortunately, the execution of this, the first model, falls flat. In the first week of use three years ago, the foam handles started falling apart, and the logo fell off the side. Then, I noticed that the wheels would get stuck. Turning and backing up are very clumsy. The inly reason I'm hanging on to it is because We still have the Keyfit, and are planning to have another child.<br /><br />Today, while I was shopping for a new one, my son insisted on trying the new version, and It performed wonderfully. I<br />wonder if they'll swap out the front wheels?",B00AHPZY6S,Baby_Products
1620,2.0,"Gate is only 29"" tall, not 31""","The gate itself measures only 29&#34; high, not 31&#34; as the description (and box) lead one to believe.  Perhaps measuring from the very top to the very bottom of the mounting hardware would yield 31?&#34;  If a 2&#34; height difference is important to you DO NOT get this gate.  For me the difference is critical, as I need to confine both a small dog and a large one with an injured knee on a raised porch so I will likely return this.  I was previously using a wooden 31&#34; gate which the big dog chewed her (their) way out off.  Two inches doesn't really seem like that much of a difference but if I put the bottom rail at a height the little dog can't wiggle under it's short enough that the big one may try to jump or climb it.  Both are determined escape artists who detest the current necessary confinement.  Since I need a full width opening to accommodate space for myself on the stairs and the dog on a ramp l'lll either have to try and jerry-rig some kind of extender onto the top and/or bottom of this gate (spoiling the look and lines of the gate) or buy a taller (unfortunately white) one I've found, spoiling the look of the deck railing.  If anyone knows of a taller, metal, non-white gate please let me know, thanks !!!",B09MQ9M85D,Baby_Products
1621,2.0,Only lasted 2 weeks...,We got this as a Christmas gift and it was great. Different brightness and two colors with decent battery life. Bummer it stopped working after 2 weeks. It does not turn on or respond to the touch sensor or button. It does not charge anymore. Nice product but poor quality. I thought it could last a few months but didn't even make it one month.,B07NRTLFS5,Baby_Products
1622,2.0,The adjustable feature doesn't work,The adjustment in the back does not stay in place so it's really just a bulky version of a regular toilet reducer with extra places for germs to accumulate. At this price you are better off with a toilet seat that has a child seat built in. This is a bit wobbly and children take longer to be independent on them.,B0BZKJM9LV,Baby_Products
1623,2.0,Couldn’t figure out how to clean the straw,"Great concept and fully spill- and drop-proof, but the straw is so thin that we couldn’t figure out how to clean it. It got moldy after a few weeks of use, and we had to stop using these cups.",B088PKL7PD,Baby_Products
1624,2.0,No owl on owl design,"Sure, it doesn't bother me so much that there is no owl on the ""owl"" design.<br />.... But several headless foxes??<br />Still unsure if it's worth sending back over but buyer beware. The other one I got was fine, nothing weird. Am I just looking at this wrong?",B07H274XBW,Baby_Products
1625,2.0,Green colored basket? Update new one great,Like the basket but was sad to see it’s all green at the bottom? Is something that’s on every basket or did I get a defective one?<br /><br />Update on the basket I got sent a new one and it’s perfect no green color and I love it. We have a snuggle me that can fit in there it’s a big snug but still works for what I need it for.,B091GTJF84,Baby_Products
1626,2.0,This is absolutely too flemsy for a toddler and I ...,This is absolutely too flemsy for a toddler and I doubt it will hold up for long.  It will also not support a toddler's neck.,B00PWKC32G,Baby_Products
1627,2.0,It should be $1 or $2.,"This cup is very expensive and I'm pretty disappointed with the durability and quality. The directions say, ""Not for throwers"" because it will crack so easily if it's thrown. But what baby doesn't drop their cup or throw it while they're drinking? I like the fact that it makes drinking possible for little babies by slowing the flow of water, but it's way too expensive. It should be $1 or $2. You can't even put it on high heat in the dishwasher.<br />I'm sorry to write a negative review but I just feel cheated.",B0BJFKSGVX,Baby_Products
1628,2.0,"Didn’t last, poorly made.","Super upset that the turtle only lasted about 2-3 baths. My daughter loved it! However, while I was bathing my daughter I noticed black all over her stomach and eyes. Immediately thought they were bruises - but turns out it was the BLACK paint RUNNING off the turtle!!  Disappointing",B08P41Y9YM,Baby_Products
1629,2.0,No anchoring latches on the back,I prefer the booster seats with the metal clips that you can anchor to the seat. I ended up returning this because it didn’t have the metal clips/latches. I feel like the booster seat will just slide forward in the event of a car accident without the latches. Not safe enough for this mom.,B00PTL49KC,Baby_Products
1630,2.0,Not impressed for the money I spent,For $100 I expected more sturdy. If the kids step on it it wobbles and bows out. My husband has already had to reinforce it.,B094HP8RVK,Baby_Products
1631,2.0,Limp Biscuit!,"This product has no structure; all the sides just flop inward and fall down on themselves. You could seriously hand-fashion a better ""play-tray"" than this out of airline napkins and a bit of tape.  It's a big, wet noodle.",B07H1M5B2H,Baby_Products
1632,2.0,Fell apart on first flight,"Unfortunately this fell apart on our first flight, which was domestic. We live overseas so that was disappointing because we wanted a lot of use out of it.",B07D3KBWSL,Baby_Products
1633,2.0,would not recommend,"Cheap, sits awkwardly, would not recommend",B0179PJJ50,Baby_Products
1634,2.0,Missing an item,This was advertised to include a free baby on board notice and it was not included,B07CTM51XC,Baby_Products
1635,2.0,Eh.,"Texture feels like Vaseline. Smell is not offensive or fragranced. Not too greasy, absorbs into skin (fingertips) quickly.<br /><br />****Protection seal was not intact and I can't return/replace it according to Amazon policy. So I won't be using the product.",B015HTI3UC,Baby_Products
1636,2.0,Nice gate,"This gate is really awesome.. I have been using the wood ones but needed something that I wasn't going to trip over the the umpteenth time .. it was easy to install and it is stiff right now for opening and closing but I am sure it will be easier to open as I go in and out ..  I definitely think this is worth the cost.  ****  ETA .. I ordered 2 of their 2  packs and those were great .. however, I went to order a third order to give to a friend and I would click on the 2 pack and was being charged for the 2 pack but only receiving one gate .. this seller needs to get their act together and fix their portal.  I am returning all the gates now - cause this is BS",B0922WQ1D3,Baby_Products
1637,2.0,"OK, but don't overestimate it's potential like I did...","You have to be very close, like place the thing on the forehead or maybe hold it within 2&#34; of the forehead to get an accurate reading.  I was hoping to be able to use it unnoticed to check out whoever was around me on a planed trip to Africa next year, on the planes and in some places on the ground.  As a home use tool, it works fine.  For my intended purpose, not so much.",B00NTWTUKM,Baby_Products
1638,2.0,Not what I expected,I was expecting a great product from the reviews I saw.  I bought the gate because it is taller than the other play yards out there my son is 1 and just learning to walk he is also very tall for his age. He moves the play yard around like a walker I've tried to wedge it between furniture so he can't move the whole gate. But he manages to get the gate free or he dumps the gate over the gate should be more sturdy being it is made for Tots!! I'm now looking for a new Play yard.,B000G1YW98,Baby_Products
1639,2.0,It is NOT 60'' wide! it is only 40''.,"The product description is deceiving. While clearly the gate is only 40'' wide, the description states the product is 60'' wide!",B0002JETOW,Baby_Products
1640,2.0,The screws are made of very soft metal and loose ...,"The screws are made of very soft metal and loose their grooves for phillips screwdriver after first use. The straps are ok, but the screws are one time use, and are hard to remove. Thanks.",B06Y26G35C,Baby_Products
1641,2.0,"Good Product Idea, but some practical issues.","I wanted to love this product since it was easy to install and did not radically change the look of our coffee table. (Dark wood, dark foam corners)<br /><br />Unfortunately, my 1 year old  daughter is curious and she notices EVERYTHING. Needless to say she noticed the new foam corners in her toddling travels and made a B-line for them.  Between trying to eat them and pick them off of each corner, they lasted about a week before the adhesive became weak from repeated removal. It had become a game for my daughter to make a grab at them any time she was near the coffee table.<br /><br />I spent more time trying to stop her from removing the Toddler Korner Kushions than enjoying the piece of mind that she wouldn't crack her head open falling into the corner of our coffee table.<br /><br />In the end we replaced the Korner Kushions with one of those padded elastic covers that wraps around the whole table. Ugly, but more effective the the Toddler Korner Kushions.",B004G8QUII,Baby_Products
1642,2.0,Not a go,I have had wipe warmers in the past and have loved them but I do not like this one what so ever. I bought this for my daughter's nursery and only used it a total of 2 weeks. It constantly dries my wipes out and wastes money for me. I would have returned at the beginning if I would have thought about it.,B099BZ4K9B,Baby_Products
1643,2.0,Not $35 worth of items,"Being advertised as containing $35 worth of products is misleading. As a free sample box though, apart from my problem with the advertised value, I really can't complain.",B0BV9RBY3X,Baby_Products
1644,2.0,cheap looking,"The pictures make this bed look nicer than it is. I chose these one for several reasons, one being the mesh canopy cover. It works great, as I needed it to keep my cat from trying to sleep with the baby, but it is one piece. So its either all up or down- which you have to pull back round the edge or it hangs on baby. The canopy is not removable. Also there is no mattress, just a pointless comforter type blanket that isn't safe for a baby to sleep on. I recommend buying a mattress. The material is cheap feeling and looking. But the bed is sturdy and functional. The basket on the bottom is a nice big size and holds quite a bit",B014GQSMHQ,Baby_Products
1645,2.0,Nice but impossible to tighten straps.,"The car seat is super cute and looks comfortable. But the point of a car seat is to protect your child. The straps really are impossible to tighten. We tried it out for about a week and I found myself having to leave it looser than is recommended because I just couldn't tighten the straps. We have since bought a different brand and the straps are very easy to tighten, so it's an evenflo problem.",B09HYV3D8F,Baby_Products
1646,2.0,Very poor construction.,"Box is a great idea but the workmanship is very low quality. The wood reminds me of that light balsa wood that we used to make toy airplanes out of, when I was young. I had mine personalized and after I stained it with a very light stain, you could barely read the name. The picture on front (boy design) practically faded away. The stain, instead of bringing out a beautiful wood grain, showed the true flaws in the wood, streaky and patched. The hinge is cheap, flimsy and since the screws were put in sideways, and protruding, it does not line the top and bottom up when closed and is very loose.<br />Holes are larger than expected and the small teeth fall right out. Also, the place for umbilical cord? Not appropriate in a tooth box!<br />I love the idea but if I had seen this cheaply made box in person, I would not have purchased it.",B07BF9LMNC,Baby_Products
1647,2.0,Don’t boil this toy,"Did not come with cleaning instruction, so I boiled it for 2 minutes. And it completely melted/ deformed now my little cant use it... not happy with this product",B09S19YK1J,Baby_Products
1648,2.0,Sloppily assembled,Was pretty dissatisfied at the lack of effort put into assembling this item for the price I paid for it. Just makes it look and feel cheap. The rolling sphere is very sloppily glued together. The seam is not even glued all the way around which will be an issue if moisture ever gets into the inside. Also has glue residue all over it. The stickers on the toys of the arch are not even put on correctly. which means they will peel off very easily. Looks like they were put on there in such a hurry that they are crooked and already bubbling up. For this thing to be something that an infant jumps up and down in I I feel like the materials and the concept are not very reliable. I get it supposed to be compact so there is not as much structural integrity with the product but I feel like if that is the case the materials it is made out of should've been a higher standard for the price. It is not an absolute waste of money but I would not pay this price point for this item at all.,B0BFWHTK29,Baby_Products
1649,2.0,Disappointed,"Let me start by saying I never write reviews, but felt I needed to for this. I was excited about this purchase - as I had been eyeing it for my now 5 month old. Assembly was fairly easy, until I got to the last step - attaching the tray. This tray would NOT slide on and “click” in to position as stated. After 10 minutes I finally was able to slide it on - with much effort, but each following time has been a struggle. Even worse, this tray is absolutely a nightmare trying to slide off. It just won’t move. This is a major safety concern when you think of the possibility of your child choking and not being able to get to them as you need. I so wish this highchair was what I was expecting! Frustrating and disappointing.",B07N1MK9SF,Baby_Products
1650,2.0,Pretty but disappointed.,They worked great but... the vinyl is very cheap. It kept ripping where the fairy dress was. Also the moon and hearts are not vinyl they are like paper stickers. They aren’t matching material so that was super disappointing and changed the look quite a bit. We ended up coloring them since they were just sticky paper to give it dimension.,B07D83N2D8,Baby_Products
1651,2.0,Doesn't Work for Some Cabinets,"We bought this starter kit magnet key lock to child proof the kitchen cabinets, but this product didn't work well on our designer cabinet doors since the doors have uneven surface. The lock will work better on flat surface cabinet doors. The instruction was difficult to follow and my husband had a hard time installing the parts. This locking system just didn't work for our needs.",B000WX5JXS,Baby_Products
1652,2.0,Does not fit properly.,These do not fit the door handles properly. They hang down and are not snug like the other ones that I've purchased. I have trouble pushing down on the soft areas to open the actual door. Once I get the one off on the door that I installed it on I will be returning. I've tried 3 different versions of these and these are by far the worst.,B07L8C369R,Baby_Products
1653,2.0,Too thick,The locks were too thick to stick on any door or window in my house. I would have been permanently locked in forever or unable to open the door or window fully.,B07W9B7L77,Baby_Products
1654,2.0,Good product but ZERO customer support for issues!!,"Good product but ZERO customer support when there’s an issue.<br /><br />We looked a several strollers that offered similar features in the same price point. We liked the sleek design of this one and the sensor is an added bonus that we didn’t find on others. Safety was our number one concern. The stroller folds easily with the strap under the seat and can unfold with a lever...allowing it to be a one person job. The dark gray color looks almost all black in person which makes it look more sleek and stylish! Perfect stroller if you’re looking for style, functional, quality, and safety!",B086RHHLJC,Baby_Products
1655,2.0,Just an OK stroller,"The stroller is lightweight and easy to push with both hands. Height is perfect for me (5'2) and hubby (6'2) and the storage compartments underneath and on the back are a good size...<br /><br />However it is not the easiest to fold - you have to pull and push on separate levers that you will eventually perfect - it tips over if you put anything on the handles - obviously this will happen if the kid isn't sitting in the seat, but it is rather annoying - I have a hard time pushing with just one hand - it will go either left or right - the stroller is hard to push on shiny surfaces - almost like the wheels don't stick to the ground.<br /><br />I think you can get more bang for your buck researching and buying a different stroller.",B0BW33N8X7,Baby_Products
1656,2.0,I feel like I can't wash the mouth piece good enough,I feel like I can't wash the mouth piece good enough. Also the soap gets stuck in the mouth piece.,B01LYTCQAX,Baby_Products
1657,2.0,NOT what is pictured,"Just note that these are SMALL stars of the SAME SIZE. I think it is in the product description, but the first picture of the product on the amazon website shows a child in bed looking at glow in the dark stars of different sizes. This is not what this product is. A little misleading.",B0BPMGSMX7,Baby_Products
1658,2.0,a bit tight on my 3 month old baby,"its a bit tight on my 3 month old baby, she weighs 15lbs and you dont change theses every 2-4 hrs you or your baby will wake up in a pile of pee mixed with poo, dripping out all over you or the bed.",B004RFAYFK,Baby_Products
1659,2.0,they smell horrible once they get even a little bit of pee,"I usually buy Huggies sensative diapers but they didn't have the size I needed so I bought these and boy do I regret it! Although I haven't had any trouble with leaks, they smell horrible once they get even a little bit of pee. It smells like a port-a-potty. Some people describe it as a 'strong plastic smell.'  I'm so disappointed I thought I should warn others.",B07XM9DX9H,Baby_Products
1660,2.0,Not sturdy at all,"The pockets are quite large, and initially I was really excited about the amount of extra storage this brought, but the compartments don’t hold any weight without being pulled downward. Even a 5 pack of ramen noodles weight was too much. 1 box of granola bars make it sag. There is no reinforcement along the back to make it stay flush with whatever it hangs on.<br />It works for the time being and serves a purpose, it could be made better-that’s for sure.",B09CL2TPFQ,Baby_Products
1661,2.0,I should have listened to the prior reviews. The ...,"I should have listened to the prior reviews.  The sheets looked sateen when they were delivered, but after an initial wash, they are anything but sateen.  I expected to use the sheets as a protector on our couch, from pet hair, but the pet hair adheres to the sheets even more than the couch.  Big mistake.  I'll check to see what the return policy is.  They may be suitable as crib sheets.",B0179LVXM6,Baby_Products
1662,2.0,Don't buy,"This was great while it worked (for 13 months). Then the power charger no longer worked, and the warranty is only 12 months. This seems to be a common issue. I would not recommend this monitor.",B00DNBA82S,Baby_Products
1663,2.0,Discoloration on Grey Changer Right Out of Box,"I was excited to receive my Keekaroo changer today, however, the product had a dark stain and/or discoloration on one part of the changer straight out of the box. I was very disappointed that given the price point, the changer wasn’t in perfect condition colorwise.",B017UJ5MYM,Baby_Products
1664,2.0,Super small and very light weight,Definitely not worth the price.  Pulled it out of the box and the first thing my husband said was &#34;you payed $25 for that?&#34;.  Super small and very light weight.  Sending it back.,B01BT9AFSC,Baby_Products
1665,2.0,Wouldn’t waste money on it again,I have to say I’m disappointed in this. Other books I’ve gotten like this from a different brand have several tactile sensations through the book but this just has a tiny mirror on the last page and the cover has some crinkle on a tiny part of the pirate. My baby finds this book boring in comparison to Others I’ve purchased. Would not suggest. Crinkle parts and flaps are a must in younger baby books.,B0B95XYML6,Baby_Products
1666,2.0,but so far I feel like the next 104 diaper changes are going to be ...,"I gave these a go for my NB, but won't order again. The Baby Dry Pampers do not have a wet/dry indicator and the side tabs are white (just a preference of mine at 3 AM) & do not latch effectively. I thought I'd save by ordering on Amazon, but so far I feel like the next 104 diaper changes are going to be a pain. These diapers do not seal as well as swaddled o my 7 lb baby. He's peed up and through 2/6 diapers so far.<br /><br />Don't waste your time unless you know these things about Baby Dry. It's not worth the struggle! We will go back to swaddlers ASAP.",B0BQV3785S,Baby_Products
1667,2.0,Stinks. Literally.,"Seat cover comes with ""free air freshener"" in the box, and that smell permeates the seat cover. The cover reeks like the deodorizers used in public bathrooms. My guess is that the seller ended up with a bunch unsellable air fresheners (because this scent is awful) and thought it would be a good idea to surprise everyone with this stench. Surprising, yes, but not in a good way. Returned.",B0BK2WY5PT,Baby_Products
1668,2.0,No battery backup for Baby Unit,"I can't comment on how clear the monitor might be or any level of interference.  When I saw that it wasn't as advertised I packed it up to return without even plugging it in.  I bought directly from Amazon, but received a different model from what is pictured (not sure if it is an older or newer model, the instructions were printed in 2009 and the packaging was different than what is pictured on Amazon and other websites).<br /><br />Here is where Amazon's description differs from the product I received.  The online description (as of 8/1/2011) mentions ""can also be used with TWO 9-volt batteries"" and ""low battery indicators LIGHTS"".  I took this to mean that both the baby monitor and the parent handset were capable of being plugged in with battery backup.  They are not, only the parent handset is capable of battery backup.  If the power goes out, the monitor just stops working.",B000056OWT,Baby_Products
1669,2.0,you can do better. Especially since this bag is MADE FOR SPECTRA,"This bag does not fit the Spectra pump and cooler very well. You have to put the cooler at the bottom on one side. Then lay the pump on its side beside the cooler - OR - put the pump on top of the cooler, and then the bag doesn't zip that well. For $30, you can do better. Especially since this bag is MADE FOR SPECTRA, you would think it would fit better.",B07144DTXX,Baby_Products
1670,2.0,Strange Extra Plastic Tray that cant be removed,This chair has this plastic tray that cant be removed. There is the tray that snaps on that you would put food and other items on and that tray has a removable part to make clean up easy. All that is fine. The odd part is that when the main try that you expect your highchair to have is removed there is anothe small plastic tray that can't be removed that makes it so that when the chair is on the lowest level your child can not get themself in and out of the chair. My 21 month old loves to climb in and out of her chair when it is on the low setting. She thinks she is helping. With this odd part there is no way she can do that with this chair and it makes it hard to get her in and out because she has long legs. I would not keep this chair if I had known this before my husband set it up and started using it and got rid of the box. The hard tray also scrapes her legs. I hate this chair,B004IEBOUY,Baby_Products
1671,2.0,"Not great if you are over 5' 3"" tall & like pillows that mold to your body & baby bump","I have had this pillow for a little over a month now.  Overall, I am disappointed in its quality of fill & length/design.  The fill is not moldable & soft, so it just keeps getting flatter and less supportive, week by week.  It wasn't that comfortable to begin with, so unlike a down or down alternative fill, you can not mold it to fit your body or baby bump.  I have to use at least 2 additional pillows to make up for the unsupportive pillow.<br /><br />I hoped this pillow would be superior to other maternity/body pillows on the market, supporting the back and proper alignment during sleep, relieving pressure. I expect a quality pillow to adjust to fit one's unique shape, curves, and sleeping position and alleviate any pressure points.<br /><br />While the increased price for the seamless pillow cover is ridiculous (they should all have a seamless cover for comfort), I'm glad I sprung for it.  Being 5' 8&#34; tall, the pillow only goes to my mid-chin, with my shoulder snugly wedged under the pullow's top arch.  If there was a seam there, it would be even more uncomfortable (as mentioned in many other reviews).<br /><br />While I am someone who has some chronic nerve pain issues that increase while pregnant, I think all pregnant mamas deserve a solid night's rest, while they can still get it.  I expected this pillow to comfortably support my head, neck, shoulders, hips, and spine so I could ditch the 4 pillows I was using before (or the scroodle noodle-like pillow).  As I mentioned above, the whole point of buying this was to have 1 pillow to wrestle, not multiple pillows!  It still takes a wrestle to find any semblance of comfort.<br /><br />If it were longer on each side and filled with a more malleable fill that could support my neck, shoulders, & bump more, I'd be in heaven.",B004W02YMG,Baby_Products
1672,2.0,Unmatched colors,Did order one with blue strip and got one with pink stripe. Picture somewhat inappropriate. Still considering whether I should return it.,B005L5VNSW,Baby_Products
1673,2.0,"After a year of use, I'm suspicious of all these positive reviews","We've been using this diaper pail for about a year, since our little one was born. Tonight, we're putting it out with the garbage on the street. It's that bad.<br /><br />Problem #1: Clunky bag changing system<br />You'll read some reviews here that say the method for changing bags &#34;isn't that bad.&#34; Removing them isn't terribly difficult; but it's not the most elegant process, either.<br /><br />The Dekor bags are essentially long, continuous tube of plastic. To remove a &#34;bag,&#34; you gather the tube above your load of diapers and run it through a small cutting mechanism on the inside of the pail. This severs the tube, allowing you to tie off both ends, the old and the new.<br /><br />Sound confusing? Yeah, it is. And it involves tying two knots to &#34;close off&#34; the tube. I felt like a Boy Scout again. And that's not a good thing.<br /><br />And loading a new bag (again, really a giant, rolled tube) is a huge pain. My wife is better at it than me. I have yet to successfully do it.<br /><br />Problem #2: It stinks to high heaven.<br />As long as the pail is closed and the lid is shut, we don't smell a thing. But as soon as we crack the lid to deposit a diaper or open the main chamber to change the bag, a smell so potent and pervasive fills our nursery that it can hardly be believed.<br /><br />Seriously, my wife and I are flabbergasted. We've emptied it, aired it out, disinfected it with bleach and vinegar — all to no avail. Even when empty — with no bag inside — the chamber smells like what I imagine the inside of a goat's rear end smells like. It is so terrible that it's borderline impressive.<br /><br />I cannot wait to be rid of this thing.",B00005V6C8,Baby_Products
1674,2.0,Crunchy material & loose fitting,"I purchased a cover from target that was super soft. I quickly found that I needed a backup for accidents so I decided to order this on Prime so I could get it quickly - however the quality is severely lacking. The material is nowhere near as soft. It’s like a crunchy texture, and it doesn’t fit my boppy pillow tightly, the material bunches all up. It’s okay as a backup, but I wouldn’t purchase again or recommend.",B0BYB3J2BY,Baby_Products
1675,2.0,Just use a regular pillow.,"I guess I thought this would be a good fit for a toddler bed.  In retrospect, I am not sure why.  There are no pillow cases to fit it.  It is actually quite fluffy, so it is not comfortable for little necks to lay on. In fact, my toddler could never use it because it was too fluffy and too short.  We had much better luck with a regular pillow.  I felt that was much safer because it fit the width of the bed, and he could sleep comfortably on the pillow without having to arch his neck up and hold it in one spot.  I am sure I will find a use for this if someone makes a pillow case for me, but it has overall been an unnecessary buy.",B009JV34RC,Baby_Products
1676,2.0,Don't waste your money!,"I got these as a &#34;gift&#34; from someone who wanted to prove me wrong that magnets glued to a cup would work just fine instead of spending almost $30 on tiny kids cups on hooks. The loops broke off of these cups within weeks so now we have the hooks on our frig...and the cups themselves stick to the frig with magnets (hers were also broken in less than 3 months). As a product marketed for children, I expect a decent (not unreasonable) amount of durability. This product is for yuppies who are willing to spend too much money on something trendy rather than something with lasting functionality.<br /><br />Save yourselves some money, get some cheap cups, a couple magnets and E6000, you're welcome. (dishwasher safe!)",B0BYKMMCST,Baby_Products
1677,2.0,Poorly made,"I thought this would be great for our little baby during her first winter, so I put it on our registry.<br />Unfortunately the lid catch isn't well made, so on day 1 of use, we kept finding the lid popped up and the first wipe almost dried out.  Despite trying to make little adjustments, it simply will not stay latched for long, and the only way to keep the lid down and wipes moist is to throw a very heavy burp rag on top.<br />This seems to present a fire hazard, so we've never even plugged it in.  As it was a gift for which we have no receipt, its a luxury item we don't have to have, and the poor manufacturing made it not worth my time to request a replacement.",B00008ODBG,Baby_Products
